time,stress_level
230,4.290999706986119
231,4.309139211428256
232,4.324746567838272
233,4.342532940599001
234,4.360404104725415
235,4.37511793815491
236,4.393633437064281
237,4.398827704422173
238,4.424776664034446
239,4.438034760943651
240,4.458246290730328
241,4.4944714270952435
242,4.5096004550443896
243,4.513471520620465
244,4.53236546085984
245,4.551567160782031
246,4.568729219461224
247,4.589702079123888
248,4.609725093989982
249,4.63504452987976
250,4.65518434554696
251,4.7292880156319885
252,4.821088874715253
253,4.886119748464267
254,4.975324679501773
255,5.044035981366948
256,5.111882682849412
257,5.192260984072032
258,5.250524745529104
259,5.337781396191725
260,5.4176135974381765
261,5.495707142313391
262,5.581304639329925
263,5.657422906790142
264,5.739404937548579
265,5.814166410016303
266,5.913849449785811
267,6.001268794689762
268,6.072100208089994
269,6.157004854342851
270,6.247703171987435
271,6.316074703033355
272,6.3889306273681346
273,6.478923052924184
274,6.5627824512250585
275,6.649093090455551
276,6.732409613090045
277,6.8087099286991535
278,6.894211309478898
279,6.974925169754677
280,7.0718635100807115
281,7.1500481121050345
282,7.230550171206168
283,7.308520752256216
284,7.39449408771106
285,7.475486540288264
286,7.5605881289757
287,7.642067038155876
288,7.7458850196735
289,7.839386380792281
290,7.906017831017257
291,7.986363405005035
292,8.066313194882806
293,8.154588644880898
294,8.240304173663285
295,8.335286815604782
296,8.431785237791482
297,8.516153946005918
298,8.617277870527564
299,8.713406740914229
300,8.779336991757138
301,8.710064322209385
302,8.637262261663247
303,8.566703035835452
304,8.479541521417925
305,8.404169348030205
306,8.322371817422779
307,8.245635023070772
308,8.154027831673634
309,8.08696545428096
310,8.013731597515463
311,7.941354216338478
312,7.842713152769893
313,7.775294642586909
314,7.691943483228183
315,7.624967631337956
316,7.552076765985768
317,7.47906995368043
318,7.391873217339168
319,7.307596832422057
320,7.227397427691384
321,7.145787078736054
322,7.089925610222137
323,6.993893799655261
324,6.9002912838144
325,6.82277550455298
326,6.732494827936815
327,6.651936528818226
328,6.564471989483119
329,6.4694802534767915
330,6.399409623299791
331,6.328513815109358
332,6.242410831181735
333,6.154040087137543
334,6.098934260829947
335,6.024764967625666
336,5.920667628476423
337,5.838714751408414
338,5.7640329419273115
339,5.678342828150805
340,5.612669301834108
341,5.531141802845565
342,5.461255061721882
343,5.374622957450639
344,5.296236695992037
345,5.219027130298448
346,5.1326928102702265
347,5.035675961991821
348,4.951880749495651
349,4.870799529256713
350,4.788350996880633
351,4.761186810395072
352,4.744158990385553
353,4.730708665214674
354,4.69719586265399
355,4.662798501695412
356,4.642390768601896
357,4.624858213233787
358,4.610534639575418
359,4.588113692467789
360,4.569211783303417
361,4.551136425767471
362,4.511042959670933
363,4.481614983254913
364,4.456999392801569
365,4.423187336680875
366,4.401122886415302
367,4.376631329265001
368,4.345089643308331
369,4.340437388969489
370,4.316042633079941
371,4.294206878379515
372,4.2832215860323
373,4.27164786627863
374,4.256152778137075
375,4.221065405740492
376,4.209006961033541
377,4.190677761352396
378,4.188882005498843
379,4.163998301665585
380,4.132060538766618
381,4.122616569151935
382,4.098485462986368
383,4.094697258081026
384,4.072568572604994
385,4.042291742246016
386,4.016895835654294
387,3.989337967180552
388,3.975501774473913
389,3.967336702841112
390,3.9373281925764436
391,3.9022202075924906
392,3.8868660900171252
393,3.883728836513998
394,3.861911416244023
395,3.846295633803474
396,3.835799666629982
397,3.8121887996101553
398,3.7961367379406648
399,3.7777221467557878
400,3.7866091893201768
401,3.7995485839031296
402,3.8052049481224177
403,3.8133201231988045
404,3.822261214891075
405,3.854976051468162
406,3.857448598674945
407,3.882066704016248
408,3.900155390120984
409,3.923587297372018
410,3.934967341038635
411,3.9556013439208795
412,3.957553958748714
413,3.9757686140638158
414,4.003664518251836
415,4.027165757679328
416,4.028840984005104
417,4.041846475603194
418,4.050000992719743
419,4.0677693155684755
420,4.076124448318286
421,4.111772717580633
422,4.132735418451658
423,4.153138134783065
424,4.179448657553119
425,4.205312042771628
426,4.226528024240447
427,4.23455631193617
428,4.246988703868228
429,4.256641016757209
430,4.269561105879948
431,4.266166099418872
432,4.2860806426567954
433,4.307384684886692
434,4.327831662269467
435,4.350105822240541
436,4.38895833672344
437,4.391823849634354
438,4.406930859796275
439,4.415641286632954
440,4.420423420351517
441,4.43901163909667
442,4.453488150567116
443,4.4596414600977035
444,4.4605308860569295
445,4.506008140213253
446,4.528053467764
447,4.541777973950342
448,4.562818898675143
449,4.588577583503823
450,4.607166516854086
451,4.683724054790658
452,4.769718703901856
453,4.844707408385618
454,4.92402024645535
455,4.983969014024813
456,5.073880615356616
457,5.15798838150212
458,5.248830203805614
459,5.322317182891066
460,5.41325310772136
461,5.496833566387819
462,5.589749735622581
463,5.682113820731839
464,5.765562038995262
465,5.853554888788739
466,5.955692300166175
467,6.042424866035444
468,6.128598090182166
469,6.210298228334186
470,6.274782358734308
471,6.361881831637054
472,6.4436559962270685
473,6.531598271886709
474,6.621009755344881
475,6.695514749827607
476,6.76486042600229
477,6.826238860776605
478,6.894998257615312
479,6.983450018197775
480,7.045975657594479
481,7.119688044066066
482,7.190149639432724
483,7.272896889819775
484,7.354285840613015
485,7.456577702966731
486,7.53007172581405
487,7.622265299541691
488,7.7120069548975065
489,7.780842104259927
490,7.8674943581325225
491,7.957786075050333
492,8.044886694317416
493,8.126167307527043
494,8.215977998832507
495,8.287681014613138
496,8.368387320916407
497,8.453431069890502
498,8.52469479556727
499,8.601241334082438
500,8.670383419784253
501,8.597995404619656
502,8.506748118636445
503,8.449971293493629
504,8.392176911519908
505,8.309481290226271
506,8.23365717682219
507,8.14012709719925
508,8.057578667978083
509,7.969594457319674
510,7.9010976984571055
511,7.8074778500034245
512,7.729719467318709
513,7.652482126412961
514,7.5710661998770625
515,7.489650273341165
516,7.408747152552454
517,7.3238191426014545
518,7.243617678201039
519,7.162897768253929
520,7.0805296700017255
521,7.0008203322199005
522,6.923416663917331
523,6.841488773027608
524,6.753475272946606
525,6.6861998790614035
526,6.623068668942576
527,6.527123086532987
528,6.441247741785039
529,6.364000788696314
530,6.273082916368716
531,6.204793960016345
532,6.121635989490095
533,6.03646339882153
534,5.956971537193015
535,5.870711393850557
536,5.802223891633798
537,5.720282635087882
538,5.637300092602354
539,5.537915323011216
540,5.450438331596407
541,5.354234163320403
542,5.281266387609027
543,5.185572900950556
544,5.097559806310413
545,5.014783512281258
546,4.933572996699715
547,4.854520759404675
548,4.767397296894579
549,4.699270705965412
550,4.629376531256367
551,4.6093379838574435
552,4.599273022066693
553,4.5734207639661655
554,4.534053118019249
555,4.508697999425109
556,4.473124501973281
557,4.435990482892239
558,4.415194238106853
559,4.410902619837696
560,4.400617872239159
561,4.362087806442039
562,4.332772593461133
563,4.290601870809195
564,4.2700442526781535
565,4.228464055239625
566,4.216044430747072
567,4.191328222716769
568,4.1768893726684135
569,4.156599071296494
570,4.152096750314383
571,4.140189670005262
572,4.125067313417276
573,4.110387201836164
574,4.087855745486636
575,4.051488780088604
576,4.039232889813118
577,4.016042841169444
578,4.006656143054407
579,3.9944215887706633
580,3.9652474375313056
581,3.956042271490876
582,3.9331177415136245
583,3.9157130537633185
584,3.883507019496726
585,3.8698709100471875
586,3.861121791444881
587,3.8299475392336486
588,3.8098133342725005
589,3.7994973951840585
590,3.7806507320867713
591,3.747344993385135
592,3.722432024810935
593,3.6925942842896973
594,3.662442970308341
595,3.6583560200416363
596,3.640585583982281
597,3.6311114866456227
598,3.631193211986181
599,3.5980236214419055
