theta,phi,z,dtheta,dphi,dz,ecg,eda
0.06518273126904997,0.00588920492295486,5.461959638207315,0.0,0.0,0.0,0.1872161428110553,0.34805550878260894
0.06764260850512904,0.005827669729112185,5.49467164771313,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.1872161428110553,0.34805550878260894
0.07010248574120811,0.00576613453526951,5.5273836572189445,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.1872161428110553,0.34805550878260894
0.07256236297728719,0.005704599341426835,5.560095666724759,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.1872161428110553,0.34805550878260894
0.07502224021336626,0.00564306414758416,5.592807676230574,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.1872161428110553,0.34805550878260894
0.07748211744944533,0.005581528953741485,5.625519685736389,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.17953558103523562,0.34805550878260894
0.0799419946855244,0.00551999375989881,5.658231695242204,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.20860862937016947,0.34805550878260894
0.08240187192160348,0.0054584585660561345,5.690943704748019,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.20860862937016947,0.34805550878260894
0.08486174915768255,0.005396923372213459,5.723655714253834,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.20860862937016947,0.34805550878260894
0.08732162639376162,0.005335388178370784,5.756367723759649,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.20860862937016947,0.34805550878260894
0.08978150362984069,0.005273852984528109,5.7890797332654635,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.21208956466507423,0.34805550878260894
0.09224138086591976,0.005212317790685434,5.821791742771278,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.2083528301324834,0.34805550878260894
0.09470125810199884,0.005150782596842759,5.854503752277093,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.2083528301324834,0.34805550878260894
0.09716113533807791,0.005089247403000084,5.887215761782908,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.2083528301324834,0.34805550878260894
0.09962101257415698,0.0050277122091574086,5.919927771288723,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.2083528301324834,0.34805550878260894
0.10208088981023605,0.004966177015314733,5.952639780794538,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.2083528301324834,0.34805550878260894
0.10454076704631513,0.004904641821472058,5.985351790300353,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.2083528301324834,0.34805550878260894
0.1070006442823942,0.004843106627629383,6.018063799806168,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.2083528301324834,0.34805550878260894
0.10946052151847327,0.004781571433786708,6.050775809311983,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.2083528301324834,0.34805550878260894
0.11192039875455234,0.004720036239944033,6.083487818817797,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.2083528301324834,0.34805550878260894
0.11438027599063141,0.004658501046101358,6.116199828323612,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.2083528301324834,0.34805550878260894
0.11684015322671049,0.004596965852258683,6.148911837829427,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.2083528301324834,0.34805550878260894
0.11930003046278956,0.0045354306584160075,6.181623847335242,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.21200847579034268,0.34805550878260894
0.12175990769886863,0.004473895464573332,6.214335856841057,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.20817200622629353,0.34805550878260894
0.1242197849349477,0.004412360270730657,6.247047866346872,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.20200798266237824,0.34805550878260894
0.12667966217102677,0.004350825076887982,6.279759875852687,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.19508327523161692,0.34805550878260894
0.12913953940710585,0.004289289883045307,6.312471885358502,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.1899622365127404,0.34805550878260894
0.13159941664318492,0.004227754689202632,6.345183894864316,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.19369817260228211,0.34805550878260894
0.134059293879264,0.004166219495359957,6.377895904370131,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.19532212079116965,0.34805550878260894
0.13651917111534306,0.0041046843015172816,6.410607913875946,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.1919495339501443,0.34805550878260894
0.13897904835142214,0.004043149107674606,6.443319923381761,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.18769173280111906,0.34805550878260894
0.1414389255875012,0.003981613913831931,6.476031932887576,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.18540141299430474,0.34805550878260894
0.14389880282358028,0.003920078719989256,6.508743942393391,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.18045175924933757,0.34805550878260894
0.14635868005965935,0.003858543526146581,6.541455951899206,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.18185850145429483,0.34805550878260894
0.14881855729573842,0.003797008332303906,6.574167961405021,0.0024598772360790756,-6.15351938426752e-05,0.03271200950581509,0.18898106781931176,0.34805550878260894
0.13357111734979238,0.01015367449701975,6.559688200930603,-0.015247439945946044,0.006356666164715843,-0.01447976047441734,0.1805514032443083,0.34805550878260894
0.11832367740384633,0.016510340661735592,6.545208440456186,-0.015247439945946044,0.006356666164715843,-0.01447976047441734,0.18149170592622949,0.34805550878260894
0.10307623745790029,0.022867006826451434,6.5307286799817685,-0.015247439945946044,0.006356666164715843,-0.01447976047441734,0.18359088462522374,0.34805550878260894
0.08782879751195424,0.029223672991167276,6.516248919507351,-0.015247439945946044,0.006356666164715843,-0.01447976047441734,0.18727102249430636,0.34805550878260894
0.0725813575660082,0.03558033915588312,6.501769159032934,-0.015247439945946044,0.006356666164715843,-0.01447976047441734,0.19048432262709372,0.34805550878260894
0.05733391762006215,0.04193700532059896,6.4872893985585165,-0.015247439945946044,0.006356666164715843,-0.01447976047441734,0.18523156342835756,0.34805550878260894
0.04208647767411611,0.048293671485314806,6.472809638084099,-0.015247439945946044,0.006356666164715843,-0.01447976047441734,0.1794355935626442,0.34805550878260894
0.026839037728170062,0.05465033765003065,6.458329877609682,-0.015247439945946044,0.006356666164715843,-0.01447976047441734,0.182584342835841,0.34805550878260894
0.011591597782224019,0.06100700381474649,6.4438501171352645,-0.015247439945946044,0.006356666164715843,-0.01447976047441734,0.18687177702151578,0.34805550878260894
-0.003655842163722025,0.06736366997946233,6.429370356660847,-0.015247439945946044,0.006356666164715843,-0.01447976047441734,0.1877011017645469,0.34805550878260894
-0.018903282109668067,0.07372033614417818,6.41489059618643,-0.015247439945946044,0.006356666164715843,-0.01447976047441734,0.18608365738260485,0.34805550878260894
-0.03415072205561411,0.08007700230889403,6.400410835712012,-0.015247439945946044,0.006356666164715843,-0.01447976047441734,0.19634856469717665,0.34805550878260894
-0.04939816200156016,0.08643366847360988,6.385931075237595,-0.015247439945946044,0.006356666164715843,-0.01447976047441734,0.19472756094186477,0.34805550878260894
-0.11345328137948577,0.10027896625513079,6.423527868513304,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.19235633154460205,0.34805550878260894
-0.17750840075741137,0.1141242640366517,6.461124661789013,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.19470077834291927,0.34805550878260894
-0.241563520135337,0.1279695618181726,6.498721455064722,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.19768218999262055,0.34805550878260894
-0.3056186395132626,0.1418148595996935,6.5363182483404305,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.19480612001768632,0.34805550878260894
-0.36967375889118825,0.15566015738121441,6.573915041616139,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.19757959592157473,0.34805550878260894
-0.4337288782691139,0.16950545516273532,6.611511834891848,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.20666494799915436,0.34805550878260894
-0.4977839976470395,0.18335075294425623,6.649108628167557,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.2037180389245888,0.34805550878260894
-0.5618391170249651,0.19719605072577714,6.686705421443266,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.19907154314994557,0.34805550878260894
-0.6258942364028908,0.21104134850729805,6.724302214718975,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.20454220465858863,0.34805550878260894
-0.6899493557808164,0.22488664628881896,6.761899007994684,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.20010106484095308,0.34805550878260894
-0.754004475158742,0.23873194407033987,6.7994958012703925,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.1927695736452457,0.34805550878260894
-0.8180595945366677,0.25257724185186076,6.837092594546101,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.19258730263260324,0.34805550878260894
-0.8821147139145933,0.26642253963338164,6.87468938782181,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.19480557057639214,0.34805550878260894
-0.9461698332925189,0.2802678374149025,6.912286181097519,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.19406637123414391,0.34805550878260894
-1.0102249526704445,0.2941131351964234,6.949882974373228,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.19829852529588463,0.34805550878260894
-1.07428007204837,0.3079584329779443,6.987479767648937,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.19200644624265614,0.34805550878260894
-1.1383351914262956,0.32180373075946517,7.025076560924646,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.19201479076870104,0.34805550878260894
-1.202390310804221,0.33564902854098605,7.062673354200355,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.1928411854441321,0.34805550878260894
-1.2664454301821466,0.34949432632250693,7.100270147476063,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.19081376438152026,0.3505214902314581
-1.3305005495600721,0.3633396241040278,7.137866940751772,-0.06405511937792562,0.013845297781520905,0.037596793275708605,0.18129450837726932,0.3529909488239281
